1, 0, 0, 0, 0.2
2, 4.57998e-08, 0.000124826, 0.000124872, 0.20004
3, 1.82625e-07, 0.000252779, 0.000252962, 0.200081
4, 4.52752e-07, 0.000377321, 0.000377774, 0.200122
5, 8.96822e-07, 0.000501749, 0.000502646, 0.200162
6, 1.5539e-06, 0.000626023, 0.000627577, 0.200202
7, 2.46268e-06, 0.000753324, 0.000755787, 0.200243
8, 3.65911e-06, 0.000877059, 0.000880718, 0.200284
9, 5.17767e-06, 0.00100053, 0.00100571, 0.200324
10, 7.05145e-06, 0.00112365, 0.0011307, 0.200364
11, 9.31333e-06, 0.00124972, 0.00125903, 0.200405
12, 1.19936e-05, 0.00137209, 0.00138408, 0.200446
13, 1.51214e-05, 0.00149407, 0.00150919, 0.200486
14, 1.87243e-05, 0.00161552, 0.00163424, 0.200526
15, 2.28303e-05, 0.00173986, 0.00176269, 0.200568
16, 2.74644e-05, 0.00186033, 0.0018878, 0.200608
17, 3.2651e-05, 0.00198032, 0.00201297, 0.200648
18, 3.84132e-05, 0.00209978, 0.0021382, 0.200689
19, 4.4774e-05, 0.00222199, 0.00226676, 0.20073
20, 5.17544e-05, 0.00234024, 0.00239199, 0.20077
21, 5.93743e-05, 0.00245791, 0.00251728, 0.200811
22, 6.76526e-05, 0.00257486, 0.00264251, 0.200851
23, 7.66084e-05, 0.00269459, 0.0027712, 0.200892
24, 8.62587e-05, 0.00281034, 0.00289661, 0.200933
25, 9.66197e-05, 0.00292533, 0.00302196, 0.200973
26, 0.000107708, 0.00304293, 0.00315064, 0.201015
27, 0.000119537, 0.00315651, 0.00327605, 0.201055
28, 0.000132122, 0.00326945, 0.00340158, 0.201095
29, 0.000145474, 0.00338156, 0.00352705, 0.201136
30, 0.000159607, 0.00349624, 0.00365585, 0.201177
31, 0.000174533, 0.00360684, 0.00378138, 0.201218
32, 0.000190261, 0.00371669, 0.00390697, 0.201258
33, 0.000206802, 0.00382574, 0.00403255, 0.201299
34, 0.000224166, 0.0039373, 0.00416148, 0.20134
